"Please link back to the original report when using this data: 
,Israel,Financial Services,,Operations,,White,,10 years - 14 years,1 year to 4 years,0,,1,1,1,1,Difficulties with collaboration and communication,,Ability to have a flexible schedule,,0,,,,,,,,,,,Employee,1,2-5 time zones,1,1,Fewer than 10,76 to 99%,No,No,Yes,Yes,Yes,Travel when we do meet in person,I have 2 part time work from home jobs. There wasn't a way to reflect that in this survey.
,Israel,Software,,Engineering,,White,,15 years - 19 years,1 year to 4 years,0,,1,1,1,1,Not being able to unplug,,Ability to have a flexible schedule,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,No
,Australia,Marketing,,Marketing and Advertising,,White,,15 years - 19 years,6 months to 11 months,0,,0,,1,1,Loneliness,,Ability to have a flexible schedule,,1,Yes,,1,"A central leadership team was empowered to coordinate and communicate the move. Support (logistical and technical) was made immediately available and ongoing support (telephone, online, and with some sensible limitations, face to face). We were allowed to take tech required with us without much hassle (e.g. computers, monitors, even office equipment was able to be taken so long as it was signed out), twice weekly video all-hands/town halls were put in the diaries of everyone in the business which actually meant everyone was more connected than previously and had good ongoing comms about what was happening. The other thing that helped I think is that we were all doing it together so there wasn't those weird trust issues of ""is so and so actually working"" because we all understood work from home isn't exactly a holiday.",,How I collaborate and communicate,,I'm working the same amount,1,"It changes WHO I work most with. I barely worked at all with my own team because my function required more collaboraton with team mates in another department (that was actually based in an interstate office before the pandemic). Because communications became really deliberate (instead of just chatting and looping in with those nearest in the office) it became really clear which teams and individuals relied on each other to ship work. I found that the most unexpected part. The biggest challenge was setting solid boundaries on email and chat response times (there was an expectation of immediacy which is super unproductive!) and meetings (so many team mates that don't plan expected others who did to rearrange schedules to accomodate drop in meetings and changes). Meeting discipline was also something that required a lot of managing up - my head of was terrible for cancelling or shifting meetings with minutes notice, or turning up mid way through and expecting a recap etc. Lots of clear, firm, and repeated communication required!",Employee,0,,,0,"More than 1,001",76 to 99%,No,Partially,No,Partially,Yes,no,
,India,IT and Services,,Engineering,,Asian or Pacific Islander,,5 years - 9 years,6 months to 11 months,0,,0,,1,1,Distractions at home,,Not having to commute,,1,I don't know,,1,One time home office setup,,How I collaborate and communicate,,I'm working the same amount,0,"Time management has been better, I get to engage in activities that I couldn't do with office.",Employee,1,2-5 time zones,1,1,"More than 1,001",1 to 25%,No,No,No,Yes,Yes,Home office furniture.,No
,Costa Rica,Marketing,,Leadership,,Multiracial or Biracial,,6 months - 11 months,Less than six months,0,,0,,1,1,Not being able to unplug,,Ability to have a flexible schedule,,1,Yes,,1,"That in 4Geeks Technologies we already had a policy of remote working, even before we were forced to rely on it as a result of the pandemic.",,Just my location,,I'm working the same amount,1,"I can do my job with the same performance and change my location with ease, as long as I have my laptop and access to a good wi-fi signal.",Employee,1,2-5 time zones,1,1,11 to 50,76 to 99%,Partially,Partially,Yes,Partially,Yes,Almost all the essentials,All good.
,United States,Law and Legal Services,,,Compliance,White,,10 years - 14 years,6 months to 11 months,0,,1,1,0,0,Distractions at home,,Flexibility to work from any location,,1,No,Second half of 2021,0,,IT difficulties,How I collaborate and communicate,,I'm working the same amount,1,No,Employee,0,,,0,"More than 1,001",26 to 50%,No,Partially,No,No,No,No,No
,Israel,IT and Services,,,Systems Support,White,,15 years - 19 years,1 year to 4 years,0,,0,,1,1,Being in a different timezone than teammates,,Not having to commute,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,
,Israel,Financial Services,,Finances,,White,,More than 20 years,1 year to 4 years,0,,1,1,1,1,Not being able to unplug,,Ability to have a flexible schedule,,0,,,,,,,,,,,Employee,1,2-5 time zones,1,1,11 to 50,26 to 50%,No,No,No,No,Yes,,
,Israel,IT and Services,,Leadership,,White,,More than 20 years,6 months to 11 months,0,,0,,1,1,Not being able to unplug,,Ability to work from home,,1,No,First half of 2021,1,we are a small start-up,,How I collaborate and communicate,,I'm working the same amount,1,,Employee,1,2-5 time zones,0,1,Fewer than 10,51 to 75%,No,Partially,No,Partially,Yes,no,no
,Israel,Software,,Data,,White,,15 years - 19 years,Less than six months,0,,1,0,0,0,Difficulties with collaboration and communication,,Flexibility to work from any location,,1,Yes,,1,technology issues,,How I collaborate and communicate,,I'm working less,0,no,Employee,1,2-5 time zones,1,0,101 to 500,26 to 50%,No,No,No,No,No,none,no
,Israel,Financial Services,,Finances,,White,,5 years - 9 years,5 years - 9 years,0,,1,0,1,1,Distractions at home,,Flexibility to work from any location,,0,,,,,,,,,,,Employee,0,,,0,Fewer than 10,26 to 50%,No,No,No,Yes,Yes,,No
,Israel,Marketing,,Marketing and Advertising,,White,,10 years - 14 years,5 years - 9 years,0,,0,,1,1,,None.,,Don't have to interact with people all the time,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,Nope.
,Israel,Marketing,,Marketing and Advertising,,White,,5 years - 9 years,1 year to 4 years,0,,1,1,1,1,Difficulties with collaboration and communication,,Ability to have a flexible schedule,,0,,,,,,,,,,,Employee,0,,,1,Fewer than 10,100%,No,No,No,No,No,nope,i love that my schedule is flexible and i can take care of my kids while working from home.
,United States,Software,,Customer Support,,Multiracial or Biracial,,More than 20 years,6 months to 11 months,0,,1,0,1,1,Distractions at home,,Flexibility to work from any location,,1,Yes,,1,Tools for video conferencing. Already working with global workforce.,,Just my location,,I'm working the same amount,1,,Employee,1,16+ time zones,1,1,"More than 1,001",76 to 99%,Yes,Yes,No,Yes,Yes,"Some at-home needs such as keyboard, monitor, desk, etc. (identified and purchased at your discretion).",
,Italy,Software,,Engineering,,White,,10 years - 14 years,1 year to 4 years,1,1,1,1,1,1,Loneliness,,Flexibility to work from any location,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,
,United States,Software,,Marketing and Advertising,,White,,15 years - 19 years,1 year to 4 years,1,0,1,1,1,1,Being in a different timezone than teammates,,Ability to have a flexible schedule,,0,,,,,,,,,,,Employee,1,2-5 time zones,1,1,Fewer than 10,100%,No,No,No,Yes,Yes,Food during all-hands meetings or events,"WFH doesn't work well for everyone, but the for anyone who has proven they can do it over the past 10+ months, they should absolutely be given the option to do so at least partially once it becomes safe to return to offices again."
,Brazil,Software,,Engineering,,White,,5 years - 9 years,1 year to 4 years,0,,0,,1,1,Loneliness,,Ability to have a flexible schedule,,0,,,,,,,,,,,Employee,0,,,1,"501 to 1,000",1 to 25%,Yes,No,No,Partially,Yes,,
,United States,E-commerce,,Marketing and Advertising,,White,,10 years - 14 years,6 months to 11 months,0,,0,,1,1,Loneliness,,Ability to have a flexible schedule,,1,Yes,,1,Already remotely connected with teams,,How I collaborate and communicate,,I'm working more,1,,Employee,1,2-5 time zones,1,1,"501 to 1,000",26 to 50%,No,No,No,Yes,Yes,,
,United States,Software,,Marketing and Advertising,,White,,15 years - 19 years,1 year to 4 years,0,,1,1,1,1,Distractions at home,,Ability to work from home,,1,I don't know,,1,"Great tools in place, team that's capable of communication across time zones",,My work hours,,I'm working the same amount,1,"Tools have become way more important to keep everyone on the same page, especially project management software",Employee,1,11-15 time zones,1,1,51 to 100,100%,Partially,No,No,Yes,Yes,Health and wellness benefit that we can use as desired - standing desk or home exercise depending on what I need.,"I had previously worked from home for years, which is why the transition was easy for me - already had a home office, etc. Even though that particular job had been in office and shifted to WFH with COVID, the concepts of working from home were already solid for me. I know it was harder for friends and colleagues that hadn't worked from home before."
,United States,Non-profit,,Marketing and Advertising,,White,,More than 20 years,Less than six months,0,,0,,1,1,Loneliness,,Not having to commute,,1,Yes,,1,Already working partly remote,,Just my location,,I'm working the same amount,1,,Employee,0,,,0,11 to 50,100%,No,No,No,Yes,Yes,,
,United States,Consumer products,,Engineering,,,X,15 years - 19 years,6 months to 11 months,0,,1,0,1,1,Not being able to unplug,,Flexibility to work from any location,,1,Yes,,1,Everyone's attitude,,How I collaborate and communicate,,I'm working more,0,I'm more productive. Fewer meetings.,Employee,1,6-10 time zones,1,0,"More than 1,001",76 to 99%,No,No,No,Yes,Yes,No,I love not having a commute.
,Spain,Software,,Leadership,,Hispanic or Latino,,1 year - 4 years,6 months to 11 months,0,,0,,1,1,Difficulties with collaboration and communication,,Ability to have a flexible schedule,,0,,,,,,,,,,,Employee,1,2-5 time zones,1,1,Fewer than 10,100%,No,No,No,No,Partially,Nope,Nope
,United States,Media and Publishing,,Operations,,White,,More than 20 years,5 years - 9 years,0,,1,1,1,1,Not being able to unplug,,Ability to have a flexible schedule,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,Nope
,Philippines,Marketing,,Leadership,,Asian or Pacific Islander,,10 years - 14 years,6 months to 11 months,0,,0,,1,1,Not being able to unplug,,Flexibility to work from any location,,1,Yes,,1,infrastructure ready,,How I collaborate and communicate,,I'm working more,1,,Employee,0,,,1,101 to 500,26 to 50%,No,Yes,No,Yes,Yes,home set up,none
,United States,IT and Services,,Operations,,Hispanic or Latino,,10 years - 14 years,6 months to 11 months,0,,0,,1,1,Not being able to unplug,,Ability to spend time with family,,1,Yes,,1,,,My work hours,,I'm working more,1,,Employee,1,16+ time zones,1,0,"More than 1,001",100%,No,No,No,Yes,Yes,,
,Ukraine,IT and Services,,Engineering,,White,,5 years - 9 years,6 months to 11 months,0,,0,,1,1,Distractions at home,,Flexibility to work from any location,,1,Yes,,1,Nice process of communication,,How I collaborate and communicate,,I'm working the same amount,0,"it has some pros and cons, but I like it",Employee,0,,,1,"More than 1,001",76 to 99%,No,No,No,Yes,Yes,"Desk, chair and some other minor stuff",No
,Russian Federation,,Oil and gas,Operations,,White,,More than 20 years,1 year to 4 years,0,,1,1,1,1,Distractions at home,,Ability to have a flexible schedule,,0,,,,,,,,,,,Employee,1,2-5 time zones,1,1,"More than 1,001",1 to 25%,Partially,Yes,No,Yes,Yes,Mobile and wireless headset provided by the company,Partially remote since summer 2018 (two days per week from home)
,Georgia,IT and Services,,Engineering,,White,,6 months - 11 months,1 year to 4 years,0,,0,,1,1,Not being able to unplug,,Ability to have a flexible schedule,,0,,,,,,,,,,,Employee,1,16+ time zones,1,1,Fewer than 10,100%,No,No,No,No,No,,
,South Africa,IT and Services,,Operations,,Black or African American,,6 months - 11 months,1 year to 4 years,0,,1,1,1,1,Being in a different timezone than teammates,,Flexibility to work from any location,,0,,,,,,,,,,,Employee,1,2-5 time zones,1,1,51 to 100,100%,Yes,Yes,Yes,Yes,Yes,None,None
,Germany,Financial Services,,Engineering,,,Human,More than 20 years,5 years - 9 years,1,0,0,,1,1,,"Slow/non-working internet connection, not necessarily on my side of the net, though.",,"The effect is the combination: Less time commuting/travelling, more flexible schedule and therefore more freedom to do other things to (swimming & other sport, art making, reading…)",0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,"For ""Would you recommend remote work to others?"", I'd like to add: Try it as unbiased as you can for a predefined duration and take note of what your experience is. Then decide whether or not to continue working remotely."
,Germany,Software,,Product,,White,,10 years - 14 years,1 year to 4 years,0,,0,,1,0,Loneliness,,Not having to commute,,0,,,,,,,,,,,Employee,1,11-15 time zones,1,0,101 to 500,1 to 25%,No,No,No,Yes,Yes,Business trips to any of the offices,
,United States,Software,,Marketing and Advertising,,White,,5 years - 9 years,1 year to 4 years,0,,,,1,1,Not being able to unplug,,Flexibility to work from any location,,0,,,,,,,,,,,Employee,0,,,1,11 to 50,100%,No,No,Partially,Yes,Yes,Friday lunches,n/a
,India,Media and Publishing,,,Blog,Asian or Pacific Islander,,Less than six months,Less than six months,0,,0,,1,1,Staying motivated,,Not having to commute,,1,Yes,,1,Most of the work can be done without being location specific,,My work hours,,I'm working less,0,"Eating healthy, having the time to reflect on my mental health, no pressure",Freelancer / Self-employed,,,,,,,,,,,,,"Most freelancing work won't guarantee a set monthly paycheck. Income will vary based on factors like the number of hours you put in, the skill level and the amount of work you decide to take up."
,Turkey,E-commerce,,Engineering,,White,,1 year - 4 years,6 months to 11 months,0,,0,,1,1,Difficulties with collaboration and communication,,Flexibility to work from any location,,1,No,Unknown,0,,Benefitial losses,Just my location,,I'm working the same amount,0,No.,Employee,1,11-15 time zones,1,1,101 to 500,100%,No,Yes,No,Yes,Yes,No.,"I'm paying my extra electrical bills, and I lost my lunch fee benefit after switching to remote."
,Czech Republic,Software,,Engineering,,White,,1 year - 4 years,1 year to 4 years,0,,0,,1,1,Not being able to unplug,,Flexibility to work from any location,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,no
,Germany,,Reinsurance,Engineering,,White,,More than 20 years,1 year to 4 years,1,0,0,,1,1,Distractions at home,,Not having to commute,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,"I worked at home for part of the week before the pandemic, now it’s 100%.
IF we’re going back to office, I will try hard to get a 100% on-site for one week, then a week at home agreement.
That’s not as good as working from home all the time, but significantly better than travelling every week."
,Russian Federation,Software,,Engineering,,White,,5 years - 9 years,5 years - 9 years,0,,0,,1,1,Distractions at home,,Flexibility to work from any location,,0,,,,,,,,,,,Employee,1,6-10 time zones,1,1,101 to 500,51 to 75%,No,No,No,Yes,Yes,"Travel costs to offices, education, travel costs to conferences, conference tickets",
,Russian Federation,Software,,Engineering,,White,,5 years - 9 years,5 years - 9 years,0,,0,,0,1,Not being able to unplug,,Not having to commute,,0,,,,,,,,,,,Employee,1,2-5 time zones,1,1,Fewer than 10,100%,No,No,No,Partially,Partially,"Training, vacation, sick leaves","I work in outsourcing company, lots of customer teams are lacking basic SCRUM and Agile knowledge and they are struggling with it, there managers have poor management skills - it is a real pain"
,United States,Medical and Healthcare,,Leadership,,Multiracial or Biracial,,More than 20 years,1 year to 4 years,0,,1,1,1,1,Staying motivated,,Ability to work from home,,0,,,,,,,,,,,Employee,1,2-5 time zones,1,0,101 to 500,100%,No,Partially,No,Yes,Yes,Office supplies allowance,
,United States,Marketing,,Marketing and Advertising,,Multiracial or Biracial,,15 years - 19 years,5 years - 9 years,1,0,0,,1,1,Not being able to unplug,,Flexibility to work from any location,,0,,,,,,,,,,,Employee,1,11-15 time zones,1,1,51 to 100,100%,No,No,No,No,Partially,no,Company pays for perks including monthly health and wellness stipend and 1 lunch per month.
,Canada,Medical and Healthcare,,,Ergonomics Home Office,White,,More than 20 years,More than 10 years,1,0,0,,1,1,Not being able to unplug,,Flexibility to work from any location,,1,Yes,,1,Our firm has worked remotely on client sites & home offices x 30 years,,How I collaborate and communicate,,I'm working the same amount,1,"We note at Optimal that far too few C suite know how poor home office conditions are relative to ergonomics, safety, hygiene and health.",Business owner,1,2-5 time zones,1,1,Fewer than 10,76 to 99%,Yes,Yes,No,Yes,Yes,"Our firm requested Steelcase to outfit our offices which they kindly did. Majority of our clients are only providing 200-500$ per employee for ""ergonomic"" set ups. This is not enough of an investment in the home office nor is this legal ie. employers neglecting to follow mandatory OHS and ergonomic standards.","We hope some of our findings as an Ergonomic firm specializing in remote workplaces, finds it way into your data as the C Suite esp Corporate Real Estate and HR need to move on this to avoid lawsuits, brand damage and most important injured and ill employees. J.Sleeth@optimalperformance.ca"
,United States,Government,,Human Resources,,Black or African American,,10 years - 14 years,6 months to 11 months,1,0,1,1,1,1,Not being able to unplug,,Ability to spend time with family,,1,No,Unknown,1,The IT department,,Just my location,,I'm working the same amount,0,No,Employee,0,,,0,"More than 1,001",100%,No,No,No,No,No,No,No
,United States,Marketing,,Leadership,,White,,10 years - 14 years,6 months to 11 months,0,,1,0,1,1,Distractions at home,,Ability to spend time with family,,1,,,1,"We had some remote employees before the pandemic hit, so we had most of the systems in place.",,I’m now acting as my child(ren)’s caretaker/teacher,,I'm working less,0,I spend less time with some members of our team who are not on the same projects that I am.,Business owner,1,2-5 time zones,1,1,11 to 50,100%,No,No,No,Yes,Yes,,No
,United States,IT and Services,,Product,,White,,More than 20 years,More than 10 years,0,,1,0,1,1,Not being able to unplug,,Ability to spend time with family,,0,,,,,,,,,,,Employee,1,2-5 time zones,1,0,51 to 100,100%,Yes,Yes,No,Yes,Yes,No,No
,France,IT and Services,,Product,,White,,5 years - 9 years,1 year to 4 years,0,,0,,1,1,Not being able to unplug,,Flexibility to work from any location,,0,,,,,,,,,,,Employee,0,,,0,Fewer than 10,26 to 50%,No,No,No,Yes,Yes,No,"I'm still fighting to stay remote, France is still not comfortable with it (french bosses at least)"
,United States,Software,,Sales,,,Offended,5 years - 9 years,6 months to 11 months,0,,0,,1,1,Not being able to unplug,,Not having to commute,,1,Yes,,1,They already offered part time WFH,,How I collaborate and communicate,,I'm working the same amount,1,,Employee,1,2-5 time zones,1,1,51 to 100,76 to 99%,No,No,No,Yes,No,,
,United Kingdom,,Virtual assistant,Human Resources,,White,,10 years - 14 years,Less than six months,0,,0,,1,1,Staying motivated,,Ability to have a flexible schedule,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,No
,Mexico,IT and Services,,Product,,,Indian,10 years - 14 years,Less than six months,0,,0,,1,0,Not being able to unplug,,Flexibility to work from any location,,1,No,Second half of 2021,1,Already heavy global teams - so not a big delta,,How I collaborate and communicate,,I'm working more,1,More intense meetings; less time to reflect and follow up. Less detachment,Employee,1,11-15 time zones,0,1,"More than 1,001",1 to 25%,Yes,Yes,No,Yes,Yes,WFH budget 1k,
,Colombia,E-commerce,,Human Resources,,White,,More than 20 years,More than 10 years,1,0,0,,1,1,Being in a different timezone than teammates,,Ability to work from home,,0,,,,,,,,,,,Business owner,1,2-5 time zones,1,1,Fewer than 10,100%,No,No,No,Partially,Partially,No,No
,Canada,Media and Publishing,,Operations,,White,,15 years - 19 years,1 year to 4 years,0,,1,0,1,1,Not being able to unplug,,Ability to have a flexible schedule,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,no
,Ireland {Republic},Software,,Operations,,White,,15 years - 19 years,1 year to 4 years,0,,1,1,1,1,Distractions at home,,Not having to commute,,0,,,,,,,,,,,Employee,1,16+ time zones,0,1,"More than 1,001",100%,No,No,Yes,Yes,Yes,,No thanks!
,Spain,Marketing,,Marketing and Advertising,,White,,1 year - 4 years,1 year to 4 years,0,,0,,1,1,Distractions at home,,Ability to have a flexible schedule,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,
,United States,IT and Services,,Design,,White,,More than 20 years,5 years - 9 years,0,,0,,1,1,Staying motivated,,Not having to commute,,1,I don't know,,1,"i don't really know. i am a freelancer, i didn't work at the company when they did the original transition",,How I collaborate and communicate,,I'm working the same amount,1,,Freelancer / Self-employed,,,,,,,,,,,,,
,Ireland {Republic},Government,,,General Administration,White,,More than 20 years,6 months to 11 months,0,,1,1,1,1,Not being able to unplug,,,All of the above,1,I don't know,,1,Instant ability to connect remotely via citrix,,My work hours,,I'm working more,0,"The positives of remote working, for me, far outweighs the negatives",Employee,0,,,0,101 to 500,76 to 99%,No,No,No,Yes,Yes,No but Irish Tax system allows tax payers to claim tax back for homeworking,No
,United States,Software,,Marketing and Advertising,,White,,10 years - 14 years,5 years - 9 years,0,,0,,1,1,Difficulties with collaboration and communication,,Not having to commute,,0,,,,,,,,,,,Employee,1,2-5 time zones,1,1,101 to 500,100%,Partially,No,Partially,Yes,Yes,$1200/year home office stipend,
,United States,IT and Services,,Customer Support,,Black or African American,,5 years - 9 years,5 years - 9 years,1,1,1,1,1,1,Distractions at home,,Ability to work from home,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,
,United States,Media and Publishing,,,Public Affairs,Black or African American,,More than 20 years,6 months to 11 months,0,,1,0,1,1,Not being able to unplug,,Not having to commute,,1,No,Unknown,1,IT was already in place to support teleworking.,,Just my location,,I'm working more,1,No,Employee,1,2-5 time zones,1,1,"501 to 1,000",76 to 99%,No,No,No,Yes,Yes,No,No
,United States,IT and Services,,Sales,,White,,5 years - 9 years,6 months to 11 months,0,,1,0,1,1,Loneliness,,Flexibility to work from any location,,1,I don't know,,1,Backbone IT systems were all ready.,,How I collaborate and communicate,,I'm working the same amount,1,"Nothing beats personal interaction.  Critical to innovation, storytelling, and sales.",Employee,1,6-10 time zones,1,0,"More than 1,001",76 to 99%,No,Partially,No,Yes,Yes,One time allowance for chair or desk,"I don't want to be remote all the time, but some portion of the week would be great."
,United States,Software,,Engineering,,Asian or Pacific Islander,,1 year - 4 years,6 months to 11 months,0,,0,,1,1,Loneliness,,Flexibility to work from any location,,1,I don't know,,1,,,Just my location,,I'm working more,0,,Employee,1,2-5 time zones,1,0,11 to 50,100%,No,No,No,Yes,Yes,,
,United States,Marketing,,Customer Support,,White,,1 year - 4 years,1 year to 4 years,1,1,0,,1,1,Difficulties with collaboration and communication,,Ability to have a flexible schedule,,0,,,,,,,,,,,Employee,1,6-10 time zones,1,1,"501 to 1,000",51 to 75%,No,No,No,No,No,Free antivirus software,none
,United States,Marketing,,Marketing and Advertising,,Black or African American,,15 years - 19 years,6 months to 11 months,0,,0,,1,1,,A combination of not being able to unplug mixed with staying motivated due to some distractions but overall the pros significantly outweigh the cons,,All of the above!!,1,Yes,,1,They made the decision based on COVID-19.,,How I do my work,,I'm working more,1,It's been great but I've always wanted a work from anywhere lifestyle.,Employee,1,2-5 time zones,1,1,51 to 100,26 to 50%,No,No,No,Yes,Yes,Not to my knowledge. Internet and phone partial pay is available for some team members.,No.
,Indonesia,Media and Publishing,,Marketing and Advertising,,Black or African American,,5 years - 9 years,1 year to 4 years,0,,0,,1,1,Loneliness,,Ability to have a flexible schedule,,0,,,,,,,,,,,Business owner,1,2-5 time zones,1,1,Fewer than 10,100%,No,No,Yes,No,Yes,,
,Spain,Marketing,,Marketing and Advertising,,White,,5 years - 9 years,1 year to 4 years,0,,0,,1,1,Loneliness,,Ability to have a flexible schedule,,0,,,,,,,,,,,Business owner,1,1 time zone,1,1,Fewer than 10,100%,Partially,Partially,Partially,No,Partially,NO,NO
,United States,Non-profit,,Marketing and Advertising,,White,,15 years - 19 years,1 year to 4 years,0,,0,,1,1,Staying motivated,,,Not have to conform to office appearances,0,,,,,,,,,,,Employee,1,16+ time zones,1,0,"More than 1,001",1 to 25%,No,No,No,Yes,Yes,Travel to in-person meetings,
,United States,Marketing,,Marketing and Advertising,,White,,1 year - 4 years,6 months to 11 months,0,,0,,0,0,Staying motivated,,Flexibility to work from any location,,1,Yes,,1,n/a,,How I collaborate and communicate,,I'm working more,1,lower company/team morale,Employee,1,2-5 time zones,1,1,101 to 500,26 to 50%,No,Partially,No,Yes,Yes,$500 for home office,
,United States,Software,,Engineering,,White,,5 years - 9 years,1 year to 4 years,0,,0,,1,1,Not being able to unplug,,Not having to commute,,0,,,,,,,,,,,Employee,1,2-5 time zones,1,1,11 to 50,100%,No,No,No,Yes,Yes,Home office stipend upon initial hire,Nope
,United Kingdom,Media and Publishing,,Human Resources,,White,,15 years - 19 years,6 months to 11 months,1,0,1,0,1,1,Not being able to unplug,,Ability to have a flexible schedule,,1,Yes,,1,"All use laptops, and use GoogleSuite, cloud based applicaitons.",,How I collaborate and communicate,,I'm working more,1,I miss the social aspect of being in an office.,Employee,0,,,1,11 to 50,76 to 99%,No,No,No,Yes,Yes,Heating allowance,No
,Spain,Software,,Engineering,,White,,Less than six months,1 year to 4 years,0,,1,1,1,1,Staying motivated,,Not having to commute,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,
,United States,Software,,Engineering,,White,,5 years - 9 years,5 years - 9 years,0,,0,,1,1,Difficulties with collaboration and communication,,Ability to work from home,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,"I cannot believe you didn't ask for gender. Yes, gender is complicated, but the entire point of ""invisible women: data bias in a world designed for men"" is that gender data matters.

It's like saying "" you don't see race"". Sure, white males don't have to think about gender or race issues, but that response has been debunked.

I'm a white male.

I emailed you a year ago after the last time you did this survey, raising the same point. I'm disappointed that the same unforced error continues today."
,France,Non-profit,,,communications,White,,10 years - 14 years,1 year to 4 years,0,,0,,1,1,Staying motivated,,Flexibility to work from any location,,0,,,,,,,,,,,Employee,1,6-10 time zones,0,1,101 to 500,26 to 50%,No,Yes,No,Yes,Yes,No,Gender divides on remote working
