Country,City,Do you work remotely sometimes?,Which best describes you?,Do you set your own hours or does someone else set them for you?,How long have you worked remotely?,"In general, how would you describe your experience with remote work?","If you work from home, what room do you typically work in?","Other - Write In:If you work from home, what room do you typically work in?",How many people work remotely in your home?,"If the pandemic ended today, would you like to primarily work remotely from multiple locations (such as a co-working space or another city) or would you prefer to work from home?","On video work calls, do you prefer the camera to be on or off?","Would you describe yourself as an introvert, extrovert or an ambivert?",Do you identify as a person with a chronic illness or disability?,Is your disability or chronic illness one of the reasons you pursued remote work?,Are you a parent/guardian whose child(ren) live at home?,Is being a parent/guardian one of the reasons you pursued remote work?,Does being a parent/guardian make you want to continue to work remotely?,"If your child(ren) were unexpectedly home because of the pandemic, what type of impact did that have on your work?",Loneliness:What struggles do you have with working remotely? Select all that apply.,Working across time zones:What struggles do you have with working remotely? Select all that apply.,Difficulties with collaboration and communication:What struggles do you have with working remotely? Select all that apply.,Staying motivated:What struggles do you have with working remotely? Select all that apply.,Difficulty focusing:What struggles do you have with working remotely? Select all that apply.,Working more:What struggles do you have with working remotely? Select all that apply.,Not being able to unplug:What struggles do you have with working remotely? Select all that apply.,Career advancement or growth:What struggles do you have with working remotely? Select all that apply.,I don’t have any struggles working remotely:What struggles do you have with working remotely? Select all that apply.,Other - Write In:What struggles do you have with working remotely? Select all that apply.,Other - Write In:What struggles do you have with working remotely? Select all that apply.,"Of those, what’s your biggest struggle with working remotely?",Why is collaboration difficult when working remotely?,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.):What benefit(s) do you experience because you work remotely?",Flexibility to live where I choose:What benefit(s) do you experience because you work remotely?,Flexibility in how I spend my time:What benefit(s) do you experience because you work remotely?,I have more time because I don't commute:What benefit(s) do you experience because you work remotely?,I feel safer:What benefit(s) do you experience because you work remotely?,It's better for me financially:What benefit(s) do you experience because you work remotely?,Flexibility in my career options:What benefit(s) do you experience because you work remotely?,The ability to better focus in my work:What benefit(s) do you experience because you work remotely?,Other - Write In:What benefit(s) do you experience because you work remotely?,Other - Write In:What benefit(s) do you experience because you work remotely?,What’s the biggest benefit of working remotely?,"Would you like to work remotely, at least some of the time, for the rest of your career?",Would you recommend remote work to others?,Why would you recommend remote work to others?,Did you or your organization transition to full or partial remote work as a result of COVID-19?,Is your company planning on permanently allowing some amount of remote work?,Did you have experience working remotely prior to COVID-19?,My work hours:What has changed about your work since your started working remotely? Select all that apply.,How I collaborate and communicate:What has changed about your work since your started working remotely? Select all that apply.,How I do my work:What has changed about your work since your started working remotely? Select all that apply.,More video calls:What has changed about your work since your started working remotely? Select all that apply.,Nothing changed:What has changed about your work since your started working remotely? Select all that apply.,Other - Write In:What has changed about your work since your started working remotely? Select all that apply.,Other - Write In:What has changed about your work since your started working remotely? Select all that apply.,Would you say you are working less or more since you started working remotely?,Are you in more meetings as a result of the shift to remote work?,"Overall, do you feel more or less excited about your job since your shift to remote work?","Overall, do you feel more or less connected to your co-workers after your shift to remote work?","How many employees does your company have? (Include both full and part-time.) If you are part-time and have more than one job, answer these next questions with only one employer in mind.",What percentage of your company currently works remotely?,What kind of remote work structure do you currently operate under?,What kind of remote work structure would you like to have?,"At your company, is an employee's pay tied to their city/location?",Do you support pay being tied to city/location?,"At your company, is an employee paid less if they work remotely?",Based on attendance or time:How is employee performance measured at your company? Select all that apply.,Based on completion of projects:How is employee performance measured at your company? Select all that apply.,Based on the achievement of goals:How is employee performance measured at your company? Select all that apply.,Unsure:How is employee performance measured at your company? Select all that apply.,Other - Write In:How is employee performance measured at your company? Select all that apply.,Other - Write In:How is employee performance measured at your company? Select all that apply.,"Pay for some/all of things I need to work from home (e.g., internet, monitor):How does your company support you working remotely?",Have systems and tech for remote team collaboration and communication :How does your company support you working remotely?,Regular 1:1 meetings:How does your company support you working remotely?,Have one day where no meetings are scheduled:How does your company support you working remotely?,Promote flexible working hours:How does your company support you working remotely?,Offer a 4-day work week:How does your company support you working remotely?,Provide remote career growth opportunities:How does your company support you working remotely?,Help me connect with more colleagues as it relates to my work:How does your company support you working remotely?,Offer me opportunities to socialize with co-workers:How does your company support you working remotely?,Is there anything else your company could offer to improve your remote work experience?,"Does your company have an asynchronous-first policy? Asynchronous simply means work isn't happening at the same time for everyone, asynchronous is the opposite of video calls, which are synchronous.",Would you like your company to be asynchronous-first?,What are your overall feelings about asynchronous-first work?,Do you feel your company trusts you to work remotely?,Because they monitor my work:Why don't you feel your company trusts you to work remotely? Select all that apply.,Because I am checked in on regularly:Why don't you feel your company trusts you to work remotely? Select all that apply.,Because I am not trusted to complete tasks alone:Why don't you feel your company trusts you to work remotely? Select all that apply.,It does not feel like they trust me:Why don't you feel your company trusts you to work remotely? Select all that apply.,Other - Write In:Why don't you feel your company trusts you to work remotely? Select all that apply.,Other - Write In:Why don't you feel your company trusts you to work remotely? Select all that apply.,Do you think career growth is more or less difficult for remote workers to achieve?,What country do you live in?,What industry do you work in?,Other - Write In:What industry do you work in?,What best describes the work you do?,Other - Write In:What best describes the work you do?,How do you identify?,Prefer to self-describe:How do you identify?,"Are you of Hispanic, Latino, or of Spanish origin?",American Indian or Alaska Native:How would you describe yourself? Select all that apply.,Asian:How would you describe yourself? Select all that apply.,Black or African American:How would you describe yourself? Select all that apply.,Native Hawaiian or Other Pacific Islander:How would you describe yourself? Select all that apply.,White:How would you describe yourself? Select all that apply.,Other - Write In:How would you describe yourself? Select all that apply.,Prefer not to answer:How would you describe yourself? Select all that apply.,Other - Write In:How would you describe yourself? Select all that apply.,What generation are you a part of?,How long have you been in the professional workforce?
United States,Tacoma,Yes - Full-Time,Employee (full or part-time),I set my own hours,1 - 2 years,Somewhat positive,Office,,2,Home,On camera,Extrovert,No,,Yes,Yes,Yes,Negative,,,Difficulties with collaboration and communication,,,Working more,Not being able to unplug,,,,,Difficulties with collaboration and communication,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,,,,The ability to better focus in my work,,,I have more time because I don't commute,Yes,Yes,,Yes,Yes,No,,How I collaborate and communicate,,More video calls,,,,I’m working more,Yes,No impact,Less connected,11-100,26 - 50%,Remote-first (very close to fully remote),Office-occasional (required or encouraged to be in the office somewhat regularly),No,No,No,,Based on completion of projects,Based on the achievement of goals,,,,They do this,They do this,They do this,"They don't do this, but I wish they would",They do this,"They don't do this, but I wish they would","They don't do this, but I wish they would","They don't do this, but I wish they would","They don't do this, but I wish they would",,No,Yes,,Yes,,,,,,,No impact,United States,IT and Services,,Marketing,,Male,,No,,,,,White,,,,Millennial (born 1981 to 1996),6 - 9 years
Paraguay,Encarnación,Yes - Full-Time,Employee (full or part-time),It varies,10 years - 14 years,Very positive,Office,,1 (just me),Home,Off camera,Ambivert (A mix of an extrovert and an introvert),No,,Yes,No,Yes,No impact,,,,,,,Not being able to unplug,,,,,Not being able to unplug,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",,Flexibility in how I spend my time,I have more time because I don't commute,,It's better for me financially,,,,,I have more time because I don't commute,Yes,Yes,In my case better work -life balance,No,,,,,,,,,,,,,,11-100,100%,Fully remote,Fully remote,Yes,No,No,,,,Unsure,,,They do this,They do this,They do this,They do this,They do this,"They don't do this, but I wish they would","They don't do this, but I wish they would","They don't do this, but I wish they would",Not important,Pay for courses to do on my own time,Yes,,Very positive,Yes,,,,,,,More difficult,Paraguay,Software,,Engineering,,Male,,Yes,,,,,White,,,,Millennial (born 1981 to 1996),10 years - 14 years
Uruguay,Montevideo,Yes - Full-Time,Employee (full or part-time),I set my own hours,10 years - 14 years,Very positive,Office,,1 (just me),Multiple locations,Off camera,Ambivert (A mix of an extrovert and an introvert),Prefer not to answer,,No,,,,,Working across time zones,,,Difficulty focusing,,Not being able to unplug,,,,,Not being able to unplug,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,,It's better for me financially,,,,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Yes,Yes,,Yes,Yes,Yes,,,,,,,,I’m working the same amount,Yes,No impact,No impact,11-100,100%,Fully remote,Fully remote,Yes,No,No,,Based on completion of projects,,,,,They do this,They do this,They do this,They do this,,"They don't do this, but I wish they would",They do this,They do this,They do this,,No,Yes,,Yes,,,,,,,No impact,Uruguay,Software,,Engineering,,Male,,Yes,,,,,White,,,,Millennial (born 1981 to 1996),15 years - 19 years
India,Ahmedabad,Yes - Full-Time,Employee (full or part-time),I set my own hours,3 - 5 years,Very positive,Bedroom,,1 (just me),Home,On camera,Introvert,No,,No,,,,,,,,,,,,I don’t have any struggles working remotely,,,,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,,It's better for me financially,,The ability to better focus in my work,,,Flexibility to live where I choose,Yes,Yes,,No,,,,,,,,,,,,,,Fewer than 10,100%,Fully remote,Fully remote,Yes,No,No,,Based on completion of projects,Based on the achievement of goals,,,,Not important,Not important,Not important,Not important,They do this,"They don't do this, but I wish they would",They do this,They do this,They do this,,Yes,,Very positive,Yes,,,,,,,No impact,India,Software,,Engineering,,Male,,No,,Asian,,,,,,,Millennial (born 1981 to 1996),6 - 9 years
Switzerland,Bern,Yes - Full-Time,Employee (full or part-time),It varies,1 - 2 years,Very positive,Office,,1 (just me),Home,Off camera,Ambivert (A mix of an extrovert and an introvert),No,,Yes,Yes,Yes,Significantly positive,,,,,,,,,I don’t have any struggles working remotely,,,,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,I feel safer,It's better for me financially,Flexibility in my career options,The ability to better focus in my work,,,I have more time because I don't commute,Yes,Yes,,Yes,Yes,Yes,,,,,Nothing changed,,,I’m working the same amount,No,More excited,More connected,101-500,26 - 50%,Fully remote,Fully remote,No,No,No,,,Based on the achievement of goals,,,,They do this,They do this,They do this,They do this,Not important,"They don't do this, but I wish they would",They do this,Not important,Not important,,Yes,,Very positive,Yes,,,,,,,No impact,,Software,,Engineering,,Male,,No,,,,,White,,,,Millennial (born 1981 to 1996),10 years - 14 years
United States,Brooklyn,Yes - Full-Time,Self-employed/freelancer/independent consultant,I set my own hours,6 - 9 years,Somewhat positive,Office,,2,Home,On camera,Introvert,No,,No,,,,Loneliness,Working across time zones,,Staying motivated,Difficulty focusing,,,,,,,Difficulty focusing,,,Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,I feel safer,,,,,,Flexibility in how I spend my time,Yes,Yes,,No,,Yes,My work hours,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My location is flexible,IT and Services,,IT/Tech,,Male,,Prefer not to answer,,,,,,,Prefer not to answer,,Millennial (born 1981 to 1996),10 years - 14 years
Spain,Las Palmas De Gran Canaria,Yes - Full-Time,Employee (full or part-time),It varies,1 - 2 years,Very positive,Living room,,1 (just me),Multiple locations,On camera,Extrovert,No,,No,,,,,,Difficulties with collaboration and communication,,,Working more,Not being able to unplug,,,,,Working more,Company is not prepared for remote working and some people don't feel video calls are as important as physical meetings,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,,,,,,,,Flexibility to live where I choose,Yes,Yes,Freedom,No,,,,,,,,,,,,,,11-100,1 - 25%,Fully remote,Fully remote,No,No,No,,Based on completion of projects,,,,,"They don't do this, but I wish they would","They don't do this, but I wish they would",Not important,Not important,They do this,Not important,"They don't do this, but I wish they would",Not important,Not important,,No,Unsure,,Yes,,,,,,,Less difficult,Italy,Other - Write In,Sport and Events,Marketing,,Male,,Yes,,,,,White,,,,Millennial (born 1981 to 1996),3 - 5 years
Denmark,Gentofte,Yes - Full-Time,Self-employed/freelancer/independent consultant,Someone else sets my hours,1 - 2 years,Very positive,Office,,2,Home,On camera,Introvert,No,,Yes,No,Yes,No impact,,,,Staying motivated,,,,Career advancement or growth,,,,Career advancement or growth,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,I feel safer,,,The ability to better focus in my work,,,I have more time because I don't commute,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denmark,IT and Services,,Engineering,,Male,,No,,,,,White,,,,Millennial (born 1981 to 1996),10 years - 14 years
Netherlands,Vlaardingen,Yes - Full-Time,Employee (full or part-time),I set my own hours,1 - 2 years,Somewhat positive,I move around,,2,Home,On camera,Ambivert (A mix of an extrovert and an introvert),No,,No,,,,Loneliness,,,Staying motivated,Difficulty focusing,,,,,,,Loneliness,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,,,,,Other - Write In,More time for sports + dedicated time off,I have more time because I don't commute,Yes,Yes,"Because I'm able to do what makes me happy, and have way more time for it because I don't have to travel + 'socialize' in the office with coworkers. I would recommend this to anyone",Yes,Yes,Yes,My work hours,How I collaborate and communicate,How I do my work,,,,,I’m working less,No,Less excited,Less connected,11-100,26 - 50%,Remote-first (very close to fully remote),Remote-first (very close to fully remote),Unsure,No,Unsure,,,Based on the achievement of goals,,,,"They don't do this, but I wish they would",They do this,They do this,"They don't do this, but I wish they would",They do this,"They don't do this, but I wish they would",They do this,They do this,They do this,,No,No,,Yes,,,,,,,No impact,Netherlands,Software,,Design,,Female,,No,,,,,White,,,,Millennial (born 1981 to 1996),3 - 5 years
Spain,Madrid,Yes - Full-Time,Employee (full or part-time),I set my own hours,10 years - 14 years,Very positive,Living room,,1 (just me),Multiple locations,Off camera,Introvert,No,,No,,,,Loneliness,,,,,,,,,,,Loneliness,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,,,,The ability to better focus in my work,,,Flexibility to live where I choose,Yes,Yes,,No,,,,,,,,,,,,,,11-100,100%,Fully remote,Fully remote,No,No,No,,Based on completion of projects,Based on the achievement of goals,,,,They do this,Not important,They do this,"They don't do this, but I wish they would",They do this,"They don't do this, but I wish they would",They do this,"They don't do this, but I wish they would",They do this,,Yes,,Very positive,Yes,,,,,,,Less difficult,Spain,Software,,Engineering,,Male,,No,,,,,White,,,,Millennial (born 1981 to 1996),10 years - 14 years
United States,Brooklyn,Yes - Full-Time,Employee (full or part-time),I set my own hours,3 - 5 years,Very positive,Office,,2,Home,On camera,Extrovert,No,,Yes,Yes,Yes,This does not apply to me,,Working across time zones,,,,Working more,,,,,,Working across time zones,,,,Flexibility in how I spend my time,I have more time because I don't commute,,,,The ability to better focus in my work,,,Flexibility in how I spend my time,Yes,Yes,,No,,,,,,,,,,,,,,11-100,100%,Fully remote,Fully remote,Yes,Yes,Unsure,,Based on completion of projects,Based on the achievement of goals,,,,They do this,They do this,They do this,Not important,They do this,"They don't do this, but I wish they would",They do this,"They don't do this, but I wish they would",They do this,,Yes,,Somewhat positive,Yes,,,,,,,More difficult,United States,Software,,Product,,Male,,No,,Asian,,,White,,,,Millennial (born 1981 to 1996),10 years - 14 years
United Kingdom,,Yes - Full-Time,Employee (full or part-time),I set my own hours,3 - 5 years,Very positive,Office,,1 (just me),Home,On camera,Introvert,No,,Yes,Yes,Yes,Significantly negative,,,,,,,,,I don’t have any struggles working remotely,,,,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,I feel safer,It's better for me financially,Flexibility in my career options,The ability to better focus in my work,,,The ability to better focus in my work,Yes,Yes,"Ability to focus, less distractions and save money commuting",Yes,Yes,Yes,My work hours,How I collaborate and communicate,How I do my work,More video calls,,,,I’m working more,No,More excited,More connected,"1,001+",76 - 99%,Remote-first (very close to fully remote),Remote-first (very close to fully remote),No,No,No,Based on attendance or time,Based on completion of projects,Based on the achievement of goals,,,,"They don't do this, but I wish they would",They do this,They do this,"They don't do this, but I wish they would",They do this,"They don't do this, but I wish they would",They do this,They do this,They do this,,No,Yes,,Yes,,,,,,,No impact,United Kingdom,"Government, Law and Legal Services",,Other - Write In,Procurement,Male,,No,,,,,White,,,,Generation X (born 1965 to 1980),20 or more years
United States,Dallas,Yes - Full-Time,Employee (full or part-time),I set my own hours,3 - 5 years,Very positive,Office,,1 (just me),Home,Off camera,Extrovert,No,,No,,,,,,Difficulties with collaboration and communication,Staying motivated,Difficulty focusing,,,,,,,Staying motivated,,,,Flexibility in how I spend my time,,,,,,,,Flexibility in how I spend my time,Yes,Yes,,No,,,,,,,,,,,,,,101-500,51 - 75%,Remote-first (very close to fully remote),Remote-first (very close to fully remote),No,No,No,,,Based on the achievement of goals,,,,,,,,,,,,,,Yes,,Very positive,Yes,,,,,,,More difficult,United States,Software,,Engineering,,Male,,No,,Asian,,,,,,,Millennial (born 1981 to 1996),6 - 9 years
France,Orchies,Yes - Full-Time,Employee (full or part-time),Someone else sets my hours,1 - 2 years,Somewhat positive,Bedroom,,1 (just me),Multiple locations,Off camera,Introvert,No,,No,,,,Loneliness,,,,,,,Career advancement or growth,,,,Loneliness,,,,,I have more time because I don't commute,I feel safer,,,The ability to better focus in my work,,,I have more time because I don't commute,Yes,Yes,"And it's preferable to spend this time to workout, mental health, read, hangout, etc.",Yes,Yes,Yes,My work hours,,,,,Other - Write In,More time to practice things I love like running,I’m working the same amount,No,Less excited,Less connected,11-100,1 - 25%,"Office-first, remote allowed",Fully remote,Yes,No,Unsure,,,,Unsure,,,They do this,They do this,"They don't do this, but I wish they would","They don't do this, but I wish they would","They don't do this, but I wish they would","They don't do this, but I wish they would","They don't do this, but I wish they would","They don't do this, but I wish they would","They don't do this, but I wish they would",,No,Yes,,No,Because they monitor my work,,,It does not feel like they trust me,,,More difficult,France,Software,,Engineering,,Male,,No,,,,,White,,,,Generation Z (born after 1996),3 - 5 years
France,Paris,Yes - Part-Time,Business owner with at least one employee,I set my own hours,3 - 5 years,Very positive,Living room,,1 (just me),Multiple locations,On camera,Ambivert (A mix of an extrovert and an introvert),No,,No,,,,,,Difficulties with collaboration and communication,,Difficulty focusing,,,,,Other - Write In,Difficulties with judging someone's work,Other - Write In,"Building trust is more difficult than face to face. It's harder to set goals and performance indicator. When a task takes a lot of times or is under-delivered, it's easier to understand the reason when working physically together. Remotely, you never know if someones is just slacking off, or have difficulties / challenge with the task , or if it's due to personal reason.","Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,,,,The ability to better focus in my work,,,Flexibility in how I spend my time,Yes,Yes,1. So it's more accepted and we have more opportunities. 2. Easier to hire people,Yes,Yes,Yes,My work hours,,How I do my work,,,,,I’m working more,No,More excited,Less connected,11-100,100%,Office-occasional (required or encouraged to be in the office somewhat regularly),Remote-first (very close to fully remote),Yes,No,No,,,Based on the achievement of goals,,,,,,,,,,,,,,No,Yes,,,,,,,,,,France,Software,,Product,,Male,,No,,,,,White,,,,Millennial (born 1981 to 1996),10 years - 14 years
United States,San Francisco,Yes - Full-Time,Self-employed/freelancer/independent consultant,I set my own hours,3 - 5 years,Somewhat positive,Office,,1 (just me),Multiple locations,On camera,Ambivert (A mix of an extrovert and an introvert),No,,No,,,,,Working across time zones,,,,,Not being able to unplug,,,,,Not being able to unplug,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",,Flexibility in how I spend my time,I have more time because I don't commute,,,,The ability to better focus in my work,,,The ability to better focus in my work,Yes,Yes,,Yes,,Yes,,How I collaborate and communicate,,More video calls,,,,I’m working the same amount,Yes,Less excited,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My location is flexible,Software,,Engineering,,Male,,No,,,,,White,,,,Millennial (born 1981 to 1996),10 years - 14 years
Netherlands,Amsterdam,Yes - Full-Time,Employee (full or part-time),Someone else sets my hours,1 - 2 years,Somewhat positive,Office,,2,Home,On camera,Introvert,No,,No,,,,,,Difficulties with collaboration and communication,Staying motivated,,,,,,,,Difficulties with collaboration and communication,,,,Flexibility in how I spend my time,,,,,,,,Flexibility in how I spend my time,Yes,Yes,,Yes,Unsure,No,My work hours,,How I do my work,More video calls,,,,I’m working less,Yes,No impact,Less connected,"1,001+",76 - 99%,Fully remote,Remote-first (very close to fully remote),No,No,Unsure,,,Based on the achievement of goals,,,,They do this,They do this,They do this,They do this,Not important,"They don't do this, but I wish they would",Not important,"They don't do this, but I wish they would",Not important,,No,Unsure,,Yes,,,,,,,More difficult,My location is flexible,Software,,Engineering,,Male,,No,,,,,White,,,,Millennial (born 1981 to 1996),10 years - 14 years
United Kingdom,Barnstaple,Yes - Full-Time,Employee (full or part-time),I set my own hours,3 - 5 years,Very positive,I move around,,1 (just me),Multiple locations,On camera,Ambivert (A mix of an extrovert and an introvert),No,,No,,,,Loneliness,,Difficulties with collaboration and communication,Staying motivated,,,,,,,,Loneliness,"It depends really, meetings are often terrible when majority or some people are in the office and more people in the office often means more conversations happen outside of slack.","Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,,,,,,,Flexibility to live where I choose,Yes,Yes,Flexibility overall really.,Yes,Yes,Yes,,How I collaborate and communicate,,More video calls,,,,I’m working the same amount,Yes,Less excited,Less connected,"1,001+",26 - 50%,Fully remote,Office-occasional (required or encouraged to be in the office somewhat regularly),No,No,No,,Based on completion of projects,Based on the achievement of goals,,,,They do this,They do this,They do this,They do this,They do this,"They don't do this, but I wish they would",They do this,"They don't do this, but I wish they would",They do this,More opportunities to be in the office to socialise etc,Yes,,Somewhat positive,Yes,,,,,,,More difficult,United Kingdom,Software,,Engineering,,Male,,No,,,,,White,,,,Millennial (born 1981 to 1996),3 - 5 years
Brazil,Feira De Santana,Yes - Full-Time,Employee (full or part-time),It varies,3 - 5 years,Very positive,Office,,2,Home,Off camera,Extrovert,No,,No,,,,Loneliness,,,,,,Not being able to unplug,,,,,Loneliness,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,,It's better for me financially,,The ability to better focus in my work,,,I have more time because I don't commute,Yes,Yes,,Yes,Yes,Yes,My work hours,How I collaborate and communicate,How I do my work,More video calls,,,,I’m working less,Yes,More excited,Less connected,11-100,26 - 50%,Remote-first (very close to fully remote),Fully remote,No,No,No,,Based on completion of projects,Based on the achievement of goals,,,,They do this,They do this,They do this,"They don't do this, but I wish they would",They do this,"They don't do this, but I wish they would",They do this,They do this,They do this,,Yes,,Very positive,Yes,,,,,,,No impact,Brazil,Software,,Engineering,,Male,,Yes,,,,,White,,,,Millennial (born 1981 to 1996),3 - 5 years
Netherlands,Utrecht,Yes - Full-Time,Employee (full or part-time),I set my own hours,1 - 2 years,Very positive,Office,,2,Home,On camera,Introvert,No,,No,,,,,,,,,,,,I don’t have any struggles working remotely,,,,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",,Flexibility in how I spend my time,I have more time because I don't commute,,,,The ability to better focus in my work,,,Flexibility in how I spend my time,Yes,Yes,Because it works great for me,Yes,Yes,Yes,,How I collaborate and communicate,,More video calls,,,,I’m working the same amount,No,More excited,More connected,Fewer than 10,26 - 50%,Remote-first (very close to fully remote),Remote-first (very close to fully remote),Unsure,Yes,No,,,Based on the achievement of goals,,Other - Write In,Based on personal growth,They do this,They do this,They do this,They do this,They do this,They do this,They do this,They do this,They do this,,No,No,,Yes,,,,,,,No impact,Netherlands,Software,,Engineering,,Male,,No,,,,,White,,,,Millennial (born 1981 to 1996),10 years - 14 years
Canada,Vancouver,Yes - Full-Time,Employee (full or part-time),It varies,1 - 2 years,Somewhat positive,Office,,3 or more,Home,On camera,Ambivert (A mix of an extrovert and an introvert),No,,No,,,,Loneliness,,Difficulties with collaboration and communication,Staying motivated,Difficulty focusing,,,Career advancement or growth,,,,Career advancement or growth,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,,,Flexibility in my career options,,,,I have more time because I don't commute,Yes,Yes,,Yes,Yes,Yes,,,,More video calls,,,,I’m working less,Yes,No impact,Less connected,"501-1,000",76 - 99%,Remote-first (very close to fully remote),Remote-first (very close to fully remote),Yes,No,No,,Based on completion of projects,Based on the achievement of goals,,,,They do this,They do this,They do this,They do this,They do this,"They don't do this, but I wish they would",They do this,They do this,They do this,,Yes,,Somewhat positive,Yes,,,,,,,More difficult,Canada,Software,,Engineering,,Male,,No,,Asian,,,,,,,Millennial (born 1981 to 1996),10 years - 14 years
Italy,Agrate Brianza,Yes - Part-Time,Employee (full or part-time),Someone else sets my hours,1 - 2 years,Very positive,Office,,2,Multiple locations,Off camera,Introvert,No,,No,,,,Loneliness,,,,,,Not being able to unplug,Career advancement or growth,,,,Loneliness,,,,Flexibility in how I spend my time,I have more time because I don't commute,,,,The ability to better focus in my work,,,I have more time because I don't commute,Yes,Yes,,Yes,Unsure,Yes,,,,,Nothing changed,,,I’m working the same amount,No,No impact,No impact,"1,001+",26 - 50%,Office-occasional (required or encouraged to be in the office somewhat regularly),Remote-first (very close to fully remote),Unsure,Yes,Unsure,,Based on completion of projects,Based on the achievement of goals,,,,"They don't do this, but I wish they would",Not important,They do this,Not important,Not important,"They don't do this, but I wish they would","They don't do this, but I wish they would","They don't do this, but I wish they would","They don't do this, but I wish they would",,No,Yes,,Yes,,,,,,,No impact,Italy,Software,,Engineering,,Male,,Prefer not to answer,,,,,,,Prefer not to answer,,Millennial (born 1981 to 1996),6 - 9 years
India,Lucknow,Yes - Full-Time,Employee (full or part-time),I set my own hours,1 - 2 years,Very positive,Bedroom,,1 (just me),Home,On camera,Ambivert (A mix of an extrovert and an introvert),No,,No,,,,Loneliness,,,,,,,,,,,Loneliness,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commuting,,It's better for me financially,,The ability to better focus in my work,,,Flexibility in how I spend my time,Yes,Yes,,Yes,Yes,No,My work hours,How I collaborate and communicate,How I do my work,More video calls,,,,I’m working the same amount,Yes,More excited,Less connected,"501-1,000",100%,Remote-first (very close to fully remote),Remote-first (very close to fully remote),No,No,No,,,Based on the achievement of goals,,,,They do this,They do this,They do this,"They don't do this, but I wish they would",They do this,They do this,They do this,"They don't do this, but I wish they would",They do this,,No,Yes,,Yes,,,,,,,No impact,India,Software,,Product,,Male,,Prefer not to answer,,Asian,,,,,,,Generation Z (born after 1996),3 - 5 years
United States,Oakland,Yes - Full-Time,Business owner with at least one employee,I set my own hours,3 - 5 years,Very positive,Office,,3 or more,Home,On camera,Introvert,No,,Yes,Yes,Yes,Significantly negative,,,,,,,,,I don’t have any struggles working remotely,,,,,,Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,I feel safer,,Flexibility in my career options,The ability to better focus in my work,,,I have more time because I don't commute,Yes,Yes,- No commute - excercise mid day - flexible schedule,No,,,,,,,,,,,,,,Fewer than 10,100%,Fully remote,Fully remote,Unsure,Yes,No,,Based on completion of projects,Based on the achievement of goals,,,,,,,,,,,,,,No,Yes,,,,,,,,,,United States,Software,,Engineering,,Male,,No,,,,,White,,,,Millennial (born 1981 to 1996),10 years - 14 years
